seller_id,month,nominal_gmv,realized_cash
02f5837340d7eb4f653d676c7256523a,2018-06,266.03,112.27982142857142
02f5837340d7eb4f653d676c7256523a,2018-07,138.1,155.9007738095238
02f5837340d7eb4f653d676c7256523a,2018-08,138.1,178.91744047619048
02f623a8eb246f3c5f7c2f96462654e6,2018-04,323.07,0.0
02f623a8eb246f3c5f7c2f96462654e6,2018-05,623.55,248.635
02f623a8eb246f3c5f7c2f96462654e6,2018-06,1322.71,634.1433333333333
02f623a8eb246f3c5f7c2f96462654e6,2018-07,2509.21,1910.4633333333334
02f623a8eb246f3c5f7c2f96462654e6,2018-08,2429.09,1890.1323333333332
0307f7565ff85b299b6e5ef162b1b1a9,2017-02,2365.24,1136.51
0307f7565ff85b299b6e5ef162b1b1a9,2017-03,1959.8400000000001,102.39416666666666
0307f7565ff85b299b6e5ef162b1b1a9,2017-04,0.0,387.51216666666664
0307f7565ff85b299b6e5ef162b1b1a9,2017-05,650.63,387.51216666666664
0307f7565ff85b299b6e5ef162b1b1a9,2017-06,0.0,495.9505
0307f7565ff85b299b6e5ef162b1b1a9,2017-07,0.0,495.9505
0307f7565ff85b299b6e5ef162b1b1a9,2017-08,0.0,495.9505
0307f7565ff85b299b6e5ef162b1b1a9,2017-09,0.0,317.6825
0307f7565ff85b299b6e5ef162b1b1a9,2017-10,0.0,317.6825
